ticker,fiscal_year,period_end,period_type,revenue,cost_of_sales,gross_profit,operating_profit,net_profit,interest_expense,total_assets,total_equity,total_liabilities,current_assets,current_liabilities,inventory,receivables,operating_cash_flow,capex,return_on_equity,return_on_assets,gross_margin,operating_margin,net_margin,current_ratio,quick_ratio,debt_to_equity,debt_to_assets,asset_turnover,inventory_turnover,days_sales_outstanding,free_cash_flow,interest_coverage_ratio,working_capital,sector_gics,company_name,filing_id,calc_ROE,calc_ROA,calc_gross_margin,calc_operating_margin,calc_net_margin,calc_current_ratio,calc_quick_ratio,calc_debt_to_equity,calc_debt_to_assets,calc_asset_turnover,calc_working_capital,period_label,revenue_millions,roe_pct,company_type,data_quality_score,is_annual,is_latest,roa_pct,gross_margin_pct,operating_margin_pct,net_margin_pct,debt_to_equity_pct,debt_to_assets_pct,net_profit_millions,total_assets_millions,total_equity_millions,period_date,year_quarter,fiscal_quarter,profit_status,liquidity_status,leverage_status,roe_status,has_cogs,has_operating_profit,has_cash_flow,ticker_name,roe_decimal,roa_decimal,gross_margin_decimal,operating_margin_decimal,net_margin_decimal,size_category,profitability_score,capex_adjusted,sector_derived,gross_profit_calc,total_liabilities_calc,free_cash_flow_calc,working_capital_calc,net_margin_calc,gross_margin_calc,roe_calc
2040,2022,6/30/2022,Quarterly,734981,233281,105547,35748,37351,3188,3044500,1741137,1303363,1334740,793830,888422,375217,19283,44278,0.021452074,0.012268353,0.143605073,0.048637992,0.050819001,1.681392742,0.562233728,0.748570044,0.428104122,0.241412711,0.262579045,186.3370686,-24995,11.21329987,540910,,Saudi Ceramic Co.,2040_2022,2.1%,1.2%,14.4%,4.9%,5.1%,1.7,0.6,74.9%,0.43,0.24,540910,Q2022,0.7,2.1%,Industrial,100,FALSE,FALSE,1.2,14.4,4.9,5.1,74.9,42.8,0,3,1.7,6/30/2022,2022-Q3,Q3,Profit,Strong,Moderate,Weak,TRUE,TRUE,TRUE,2040 - Saudi Ceramic Co.,0.0215,0.0123,0.1436,0.0486,0.0508,Small Cap,11,44278,Other,105547,1303363,-24995,540910,5.1%,14.4%,2.1%
2040,2022,9/30/2022,Quarterly,1101537,250115,116441,48321,42245,6045,3080979,1743464,1337515,1368329,905795,949273,375700,47422,68499,0.024230497,0.013711551,0.105707752,0.043866888,0.038350959,1.510638721,0.462638897,0.767159517,0.434120129,0.35752824,0.263480579,124.4901442,-21077,7.993548387,462534,,Saudi Ceramic Co.,2040_2022,2.4%,1.4%,10.6%,4.4%,3.8%,1.5,0.5,76.7%,0.43,0.36,462534,Q2022,1.1,2.4%,Industrial,100,FALSE,FALSE,1.4,10.6,4.4,3.8,76.7,43.4,0,3.1,1.7,9/30/2022,2022-Q4,Q4,Profit,Strong,Moderate,Weak,TRUE,TRUE,TRUE,2040 - Saudi Ceramic Co.,0.0242,0.0137,0.1057,0.0439,0.0384,Small Cap,0,68499,Other,116441,1337515,-21077,462534,3.8%,10.6%,2.4%
2040,2022,12/31/2022,Annual,1484958,1032616,452342,184750,170255,22334,3061015,1786472,1274543,1345963,832158,957439,311184,189520,88410,0.095302361,0.05562044,0.304616023,0.124414293,0.114653074,1.617436833,0.466887298,0.713441353,0.416379208,0.485119478,1.07851884,76.48846634,101110,8.27214113,513805,,Saudi Ceramic Co.,2040_2022,9.5%,5.6%,30.5%,12.4%,11.5%,1.6,0.5,71.3%,0.42,0.49,513805,FY2022,1.5,9.5%,Industrial,100,TRUE,FALSE,5.6,30.5,12.4,11.5,71.3,41.6,0.2,3.1,1.8,12/31/2022,2022-FY,FY,Profit,Strong,Moderate,Average,TRUE,TRUE,TRUE,2040 - Saudi Ceramic Co.,0.0953,0.0556,0.3046,0.1244,0.1147,Small Cap,56,88410,Other,452342,1274543,101110,513805,11.5%,30.5%,9.5%
2040,2023,3/31/2023,Quarterly,368890,278768,90122,21263,14096,8633,3164474,1762716,1401758,1415588,957191,991940,383759,-64397,74260,0.00799675,0.004454453,0.244305891,0.057640489,0.038211933,1.478898151,0.442595052,0.79522623,0.442967141,0.116572296,0.281033127,379.7122042,-138657,2.462990849,458397,,Saudi Ceramic Co.,2040_2023,0.8%,0.4%,24.4%,5.8%,3.8%,1.5,0.4,79.5%,0.44,0.12,458397,Q2023,0.4,0.8%,Industrial,100,FALSE,FALSE,0.4,24.4,5.8,3.8,79.5,44.3,0,3.2,1.8,3/31/2023,2023-Q2,Q2,Profit,Adequate,Moderate,Weak,TRUE,TRUE,TRUE,2040 - Saudi Ceramic Co.,0.008,0.0045,0.2443,0.0576,0.0382,Small Cap,0,74260,Other,90122,1401758,-138657,458397,3.8%,24.4%,0.8%
2040,2023,6/30/2023,Quarterly,621935,189835,63210,1824,32542,13079,3286517,1795653,1490864,1511644,888891,1091484,327457,-41250,151148,0.018122655,0.009901668,0.101634415,0.002932782,0.052323796,1.700595461,0.472678877,0.830262863,0.453630394,0.189238333,0.173923759,192.1773256,-192398,0.139460203,622753,,Saudi Ceramic Co.,2040_2023,1.8%,1.0%,10.2%,0.3%,5.2%,1.7,0.5,83.0%,0.45,0.19,622753,Q2023,0.6,1.8%,Industrial,100,FALSE,FALSE,1,10.2,0.3,5.2,83,45.4,0,3.3,1.8,6/30/2023,2023-Q3,Q3,Profit,Strong,Moderate,Weak,TRUE,TRUE,TRUE,2040 - Saudi Ceramic Co.,0.0181,0.0099,0.1016,0.0029,0.0523,Small Cap,11,151148,Other,63210,1490864,-192398,622753,5.2%,10.2%,1.8%
2040,2023,9/30/2023,Quarterly,933580,250900,60745,-35269,-169069,12396,3138198,1626664,1511534,1450418,993280,1057166,,5716,218892,-0.103936031,-0.053874548,0.065066732,-0.03777823,-0.181097496,1.460230751,0.395912532,0.929223245,0.48165667,0.297489196,0.237332642,,-213176,-2.845191997,457138,,Saudi Ceramic Co.,2040_2023,-10.4%,-5.4%,6.5%,-3.8%,-18.1%,1.5,0.4,92.9%,0.48,0.30,457138,Q2023,0.9,-10.4%,Industrial,93,FALSE,FALSE,-5.4,6.5,-3.8,-18.1,92.9,48.2,-0.2,3.1,1.6,9/30/2023,2023-Q4,Q4,Loss,Adequate,Moderate,Negative,TRUE,TRUE,TRUE,2040 - Saudi Ceramic Co.,-0.1039,-0.0539,0.0651,-0.0378,-0.1811,Small Cap,0,218892,Other,60745,1511534,-213176,457138,-18.1%,6.5%,-10.4%
2040,2023,12/31/2023,Annual,1314868,1077545,237323,-270544,-237519,49648,2868776,1514165,1354611,1259833,902192,900259,286865,133042,263363,-0.156864675,-0.082794544,0.180491882,-0.205757536,-0.180640946,1.396413402,0.398555961,0.894625751,0.472191276,0.458337632,1.196927773,79.63211897,-130321,-5.449242668,357641,,Saudi Ceramic Co.,2040_2023,-15.7%,-8.3%,18.0%,-20.6%,-18.1%,1.4,0.4,89.5%,0.47,0.46,357641,FY2023,1.3,-15.7%,Industrial,100,TRUE,FALSE,-8.3,18,-20.6,-18.1,89.5,47.2,-0.2,2.9,1.5,12/31/2023,2023-FY,FY,Loss,Adequate,Moderate,Negative,TRUE,TRUE,TRUE,2040 - Saudi Ceramic Co.,-0.1569,-0.0828,0.1805,-0.2058,-0.1806,Small Cap,0,263363,Other,237323,1354611,-130321,357641,-18.1%,18.0%,-15.7%
2040,2024,3/31/2024,Quarterly,345766,263423,82343,16858,14914,11099,2827903,1529079,1298824,1220100,913167,844960,339632,,32938,0.009753584,0.005273873,0.238146608,0.048755517,0.043133217,1.336119242,0.410812042,0.84941589,0.459288738,0.122269399,0.311757953,358.5247827,,1.518875574,306933,,Saudi Ceramic Co.,2040_2024,1.0%,0.5%,23.8%,4.9%,4.3%,1.3,0.4,84.9%,0.46,0.12,306933,Q2024,0.3,1.0%,Industrial,93,FALSE,FALSE,0.5,23.8,4.9,4.3,84.9,45.9,0,2.8,1.5,3/31/2024,2024-Q2,Q2,Profit,Adequate,Moderate,Weak,TRUE,TRUE,FALSE,2040 - Saudi Ceramic Co.,0.0098,0.0053,0.2381,0.0488,0.0431,Small Cap,0,32938,Other,82343,1298824,,306933,4.3%,23.8%,1.0%
2040,2024,6/30/2024,Quarterly,621917,213540,62611,-10853,-11441,11852,2857941,1517564,1340377,1224019,967443,866635,312192,118348,77027,-0.007539056,-0.004003232,0.100674206,-0.017450882,-0.018396345,1.265210457,0.369410911,0.883242486,0.469000935,0.217610161,0.246401311,183.223935,41321,-0.915710429,256576,,Saudi Ceramic Co.,2040_2024,-0.8%,-0.4%,10.1%,-1.7%,-1.8%,1.3,0.4,88.3%,0.47,0.22,256576,Q2024,0.6,-0.8%,Industrial,100,FALSE,FALSE,-0.4,10.1,-1.7,-1.8,88.3,46.9,0,2.9,1.5,6/30/2024,2024-Q3,Q3,Loss,Adequate,Moderate,Negative,TRUE,TRUE,TRUE,2040 - Saudi Ceramic Co.,-0.0075,-0.004,0.1007,-0.0175,-0.0184,Small Cap,0,77027,Other,62611,1340377,41321,256576,-1.8%,10.1%,-0.8%
2040,2024,9/30/2024,Quarterly,966490,271333,73240,-1493,5770,14426,2860849,1514671,1346178,1175118,918424,824857,265567,170160,146209,0.003809408,0.002016884,0.075779367,-0.001544765,0.005970057,1.279494003,0.381371785,0.888759341,0.470551924,0.33783328,0.328945502,100.2927656,23951,-0.103493692,256694,,Saudi Ceramic Co.,2040_2024,0.4%,0.2%,7.6%,-0.2%,0.6%,1.3,0.4,88.9%,0.47,0.34,256694,Q2024,1,0.4%,Industrial,100,FALSE,FALSE,0.2,7.6,-0.2,0.6,88.9,47.1,0,2.9,1.5,9/30/2024,2024-Q4,Q4,Profit,Adequate,Moderate,Weak,TRUE,TRUE,TRUE,2040 - Saudi Ceramic Co.,0.0038,0.002,0.0758,-0.0015,0.006,Small Cap,0,146209,Other,73240,1346178,23951,256694,0.6%,7.6%,0.4%
2040,2024,12/31/2024,Annual,1348797,1095053,253744,-82647,-79252,46163,2676609,1424700,1251909,1010122,879478,704580,263174,312791,203034,-0.05562715,-0.029609106,0.18812616,-0.061274602,-0.058757545,1.148547206,0.347412897,0.878717625,0.467722032,0.503920072,1.554192569,71.21791493,109757,-1.790329918,130644,,Saudi Ceramic Co.,2040_2024,-5.6%,-3.0%,18.8%,-6.1%,-5.9%,1.1,0.3,87.9%,0.47,0.50,130644,FY2024,1.3,-5.6%,Industrial,100,TRUE,FALSE,-3,18.8,-6.1,-5.9,87.9,46.8,-0.1,2.7,1.4,12/31/2024,2024-FY,FY,Loss,Adequate,Moderate,Negative,TRUE,TRUE,TRUE,2040 - Saudi Ceramic Co.,-0.0556,-0.0296,0.1881,-0.0613,-0.0588,Small Cap,0,203034,Other,253744,1251909,109757,130644,-5.9%,18.8%,-5.6%
2040,2025,3/31/2025,Quarterly,384603,282982,101621,25808,20823,11926,2655662,1445523,1210139,1004664,841334,679030,263667,,20688,0.014405167,0.007840983,0.264223108,0.067102961,0.054141543,1.194132176,0.38704486,0.837163435,0.455682613,0.144823777,0.416744474,250.2280403,,2.164011404,163330,,Saudi Ceramic Co.,2040_2025,1.4%,0.8%,26.4%,6.7%,5.4%,1.2,0.4,83.7%,0.46,0.14,163330,Q2025,0.4,1.4%,Industrial,93,FALSE,FALSE,0.8,26.4,6.7,5.4,83.7,45.6,0,2.7,1.4,3/31/2025,2025-Q2,Q2,Profit,Adequate,Moderate,Weak,TRUE,TRUE,FALSE,2040 - Saudi Ceramic Co.,0.0144,0.0078,0.2642,0.0671,0.0541,Small Cap,11,20688,Other,101621,1210139,,163330,5.4%,26.4%,1.4%
2040,2025,6/30/2025,Quarterly,674729,218863,71263,-731,112445,15468,2828547,1558721,1269826,1161174,892796,790428,226795,4589,43740,0.072139273,0.039753626,0.105617218,-0.001083398,0.166652093,1.300603945,0.415263957,0.814658942,0.448932261,0.238542616,0.27689176,122.6865527,-39151,-0.047258857,268378,,Saudi Ceramic Co.,2040_2025,7.2%,4.0%,10.6%,-0.1%,16.7%,1.3,0.4,81.5%,0.45,0.24,268378,Q2025,0.7,7.2%,Industrial,100,FALSE,FALSE,4,10.6,-0.1,16.7,81.5,44.9,0.1,2.8,1.6,6/30/2025,2025-Q3,Q3,Profit,Adequate,Moderate,Average,TRUE,TRUE,TRUE,2040 - Saudi Ceramic Co.,0.0721,0.0398,0.1056,-0.0011,0.1667,Small Cap,44,43740,Other,71263,1269826,-39151,268378,16.7%,10.6%,7.2%
2040,2025,9/30/2025,Quarterly,1030462,254766,100967,16690,6749,14040,2872954,1515628,1357326,1218018,997800,848856,249656,9068,67822,0.00445294,0.00234915,0.097982264,0.016196619,0.006549489,1.220703548,0.369975947,0.895553526,0.472449611,0.358676818,0.300128644,88.43066508,-58754,1.188746439,220218,,Saudi Ceramic Co.,2040_2025,0.4%,0.2%,9.8%,1.6%,0.7%,1.2,0.4,89.6%,0.47,0.36,220218,Q2025,1,0.4%,Industrial,100,FALSE,TRUE,0.2,9.8,1.6,0.7,89.6,47.2,0,2.9,1.5,9/30/2025,2025-Q4,Q4,Profit,Adequate,Moderate,Weak,TRUE,TRUE,TRUE,2040 - Saudi Ceramic Co.,0.0045,0.0023,0.098,0.0162,0.0065,Small Cap,0,67822,Other,100967,1357326,-58754,220218,0.7%,9.8%,0.4%
4008,2020,3/31/2020,Quarterly,358040,295642,62398,25463,11719,11249,1800866,553664,1247202,905443,602539,775414,30662,57116,18573,0.021166267,0.006507425,0.174276617,0.071117752,0.03273098,1.502712687,0.215801799,2.252633366,0.692556803,0.198815459,0.381269876,31.25804379,38543,2.263578985,302904,,Saudi Company for Hardware,4008_2020,2.1%,0.7%,17.4%,7.1%,3.3%,1.5,0.2,225.3%,0.69,0.20,302904,Q2020,0.4,2.1%,Industrial,100,FALSE,FALSE,0.7,17.4,7.1,3.3,225.3,69.3,0,1.8,0.6,3/31/2020,2020-Q2,Q2,Profit,Strong,High,Weak,TRUE,TRUE,TRUE,4008 - Saudi Company for Hardware,0.0212,0.0065,0.1743,0.0711,0.0327,Small Cap,0,18573,Other,62398,1247202,38543,302904,3.3%,17.4%,2.1%
4008,2020,6/30/2020,Quarterly,747573,303587,85946,46589,33139,10863,1705015,586719,1118296,829285,489115,702396,30292,141264,29905,0.056481893,0.019436193,0.114966699,0.062320335,0.044328781,1.695480613,0.259425697,1.906016338,0.655886312,0.43845538,0.4322163,14.789967,111359,4.288778422,340170,,Saudi Company for Hardware,4008_2020,5.6%,1.9%,11.5%,6.2%,4.4%,1.7,0.3,190.6%,0.66,0.44,340170,Q2020,0.7,5.6%,Industrial,100,FALSE,FALSE,1.9,11.5,6.2,4.4,190.6,65.6,0,1.7,0.6,6/30/2020,2020-Q3,Q3,Profit,Strong,High,Average,TRUE,TRUE,TRUE,4008 - Saudi Company for Hardware,0.0565,0.0194,0.115,0.0623,0.0443,Small Cap,11,29905,Other,85946,1118296,111359,340170,4.4%,11.5%,5.6%
4008,2020,9/30/2020,Quarterly,1079712,264898,67242,28812,16481,9995,1650496,585200,1065296,787918,448331,696985,30940,224149,48076,0.028163021,0.009985483,0.062277719,0.026684894,0.015264256,1.757447065,0.202825591,1.820396446,0.645439916,0.65417426,0.380062699,10.45936324,176073,2.882641321,339587,,Saudi Company for Hardware,4008_2020,2.8%,1.0%,6.2%,2.7%,1.5%,1.8,0.2,182.0%,0.65,0.65,339587,Q2020,1.1,2.8%,Industrial,100,FALSE,FALSE,1,6.2,2.7,1.5,182,64.5,0,1.7,0.6,9/30/2020,2020-Q4,Q4,Profit,Strong,High,Weak,TRUE,TRUE,TRUE,4008 - Saudi Company for Hardware,0.0282,0.01,0.0623,0.0267,0.0153,Small Cap,0,48076,Other,67242,1065296,176073,339587,1.5%,6.2%,2.8%
4008,2020,12/31/2020,Annual,1481761595,1185337821,296423774,139729098,85526626,41862181,1638524559,610159319,1028365240,728195720,401822298,625037746,34824102,341564665,79525189,0.140170974,0.052197342,0.200048223,0.094299311,0.057719559,1.812233228,0.25672536,1.685404464,0.627616617,0.904326754,1.896425982,8.5781662,262039476,3.337836077,326373422,,Saudi Company for Hardware,4008_2020,14.0%,5.2%,20.0%,9.4%,5.8%,1.8,0.3,168.5%,0.63,0.90,326373422,FY2020,1481.8,14.0%,Industrial,100,TRUE,FALSE,5.2,20,9.4,5.8,168.5,62.8,85.5,1638.5,610.2,12/31/2020,2020-FY,FY,Profit,Strong,High,Good,TRUE,TRUE,TRUE,4008 - Saudi Company for Hardware,0.1402,0.0522,0.2,0.0943,0.0577,Mid Cap,56,79525189,Other,296423774,1028365240,262039476,326373422,5.8%,20.0%,14.0%
4008,2021,3/31/2021,Quarterly,336394000,269376000,67018000,27243000,15633000,9631000,1930024000,599263000,1330761000,800732000,510035000,682943000,25608000,72334000,94910000,0.026087044,0.008099899,0.199224719,0.080985392,0.046472291,1.569955003,0.230942975,2.220662714,0.689504897,0.174295242,0.394434089,27.78563232,-22576000,2.828678227,290697000,,Saudi Company for Hardware,4008_2021,2.6%,0.8%,19.9%,8.1%,4.6%,1.6,0.2,222.1%,0.69,0.17,290697000,Q2021,336.4,2.6%,Industrial,100,FALSE,FALSE,0.8,19.9,8.1,4.6,222.1,69,15.6,1930,599.3,3/31/2021,2021-Q2,Q2,Profit,Strong,High,Weak,TRUE,TRUE,TRUE,4008 - Saudi Company for Hardware,0.0261,0.0081,0.1992,0.081,0.0465,Mid Cap,0,94910000,Other,67018000,1330761000,-22576000,290697000,4.6%,19.9%,2.6%
4008,2021,6/30/2021,Quarterly,661292696,260853762,62807648,22949836,14442296,8598793,1926060650,613567756,1312492894,797351502,505588248,715056717,19987360,40855295,105557303,0.023538225,0.00749836,0.094977078,0.034704505,0.021839491,1.577076811,0.162770368,2.139116473,0.681439026,0.343339498,0.364801499,11.03200813,-64702008,2.668960167,291763254,,Saudi Company for Hardware,4008_2021,2.4%,0.7%,9.5%,3.5%,2.2%,1.6,0.2,213.9%,0.68,0.34,291763254,Q2021,661.3,2.4%,Industrial,100,FALSE,FALSE,0.7,9.5,3.5,2.2,213.9,68.1,14.4,1926.1,613.6,6/30/2021,2021-Q3,Q3,Profit,Strong,High,Weak,TRUE,TRUE,TRUE,4008 - Saudi Company for Hardware,0.0235,0.0075,0.095,0.0347,0.0218,Mid Cap,0,105557303,Other,62807648,1312492894,-64702008,291763254,2.2%,9.5%,2.4%
4008,2021,9/30/2021,Quarterly,957127116,257350807,38483613,-2967180,-13874553,9309990,1966690622,599729412,1366961210,837333915,546465271,758459212,25723384,77131380,123640882,-0.023134688,-0.007054772,0.040207421,-0.00310009,-0.01449604,1.532272881,0.144336168,2.279296601,0.695056556,0.486668877,0.339307379,9.809601048,-46509502,-0.318709257,290868644,,Saudi Company for Hardware,4008_2021,-2.3%,-0.7%,4.0%,-0.3%,-1.4%,1.5,0.1,227.9%,0.70,0.49,290868644,Q2021,957.1,-2.3%,Industrial,100,FALSE,FALSE,-0.7,4,-0.3,-1.4,227.9,69.5,-13.9,1966.7,599.7,9/30/2021,2021-Q4,Q4,Loss,Strong,High,Negative,TRUE,TRUE,TRUE,4008 - Saudi Company for Hardware,-0.0231,-0.0071,0.0402,-0.0031,-0.0145,Mid Cap,0,123640882,Other,38483613,1366961210,-46509502,290868644,-1.4%,4.0%,-2.3%
4008,2021,12/31/2021,Annual,1272503111,1079765730,192737381,13695696,-28486961,36942574,1905429707,556186846,1349242861,777036745,546270096,690832140,32847900,67053262,131784051,-0.051218329,-0.014950413,0.15146319,0.0107628,-0.022386555,1.422440567,0.157805828,2.425880566,0.708104243,0.667829995,1.5629929,9.421967928,-64730789,0.370729338,230766649,,Saudi Company for Hardware,4008_2021,-5.1%,-1.5%,15.1%,1.1%,-2.2%,1.4,0.2,242.6%,0.71,0.67,230766649,FY2021,1272.5,-5.1%,Industrial,100,TRUE,FALSE,-1.5,15.1,1.1,-2.2,242.6,70.8,-28.5,1905.4,556.2,12/31/2021,2021-FY,FY,Loss,Adequate,High,Negative,TRUE,TRUE,TRUE,4008 - Saudi Company for Hardware,-0.0512,-0.015,0.1515,0.0108,-0.0224,Mid Cap,0,131784051,Other,192737381,1349242861,-64730789,230766649,-2.2%,15.1%,-5.1%
4008,2022,3/31/2022,Quarterly,319505172,263449455,56055717,12462861,1106779,9039744,1732337296,557293625,1175043671,752523903,527325235,671709029,23260666,31169415,10787870,0.001985989,0.000638893,0.175445413,0.039006758,0.003464041,1.427058394,0.153254327,2.108482169,0.678299586,0.184435891,0.392207702,26.57278765,20381545,1.378674108,225198668,,Saudi Company for Hardware,4008_2022,0.2%,0.1%,17.5%,3.9%,0.3%,1.4,0.2,210.8%,0.68,0.18,225198668,Q2022,319.5,0.2%,Industrial,100,FALSE,FALSE,0.1,17.5,3.9,0.3,210.8,67.8,1.1,1732.3,557.3,3/31/2022,2022-Q2,Q2,Profit,Adequate,High,Weak,TRUE,TRUE,TRUE,4008 - Saudi Company for Hardware,0.002,0.0006,0.1754,0.039,0.0035,Mid Cap,0,10787870,Other,56055717,1175043671,20381545,225198668,0.3%,17.5%,0.2%
4008,2022,6/30/2022,Quarterly,570504252,219411177,31587902,-12889826,-20527075,7023041,1575766569,536766551,1039000018,708838946,523219098,637780822,21782655,78722297,32789796,-0.03824209,-0.013026723,0.05536839,-0.022593742,-0.035980582,1.354765047,0.1358095,1.935664613,0.659361633,0.362048709,0.344022851,13.93621353,45932501,-1.835362488,185619848,,Saudi Company for Hardware,4008_2022,-3.8%,-1.3%,5.5%,-2.3%,-3.6%,1.4,0.1,193.6%,0.66,0.36,185619848,Q2022,570.5,-3.8%,Industrial,100,FALSE,FALSE,-1.3,5.5,-2.3,-3.6,193.6,65.9,-20.5,1575.8,536.8,6/30/2022,2022-Q3,Q3,Loss,Adequate,High,Negative,TRUE,TRUE,TRUE,4008 - Saudi Company for Hardware,-0.0382,-0.013,0.0554,-0.0226,-0.036,Mid Cap,0,32789796,Other,31587902,1039000018,45932501,185619848,-3.6%,5.5%,-3.8%
4008,2022,9/30/2022,Quarterly,824636049,,,,-45872269,8113158,1532991944,489461025,1043530919,674537290,539637134,595614605,24332416,105788303,34450094,-0.093719963,-0.029923359,,,-0.05562729,1.249983086,0.146251398,2.132000028,0.680715201,0.537925886,,10.77000193,71338209,,134900156,,Saudi Company for Hardware,4008_2022,-9.4%,-3.0%,,,-5.6%,1.2,0.1,213.2%,0.68,0.54,134900156,Q2022,824.6,-9.4%,Service,80,FALSE,FALSE,-3,,,-5.6,213.2,68.1,-45.9,1533,489.5,9/30/2022,2022-Q4,Q4,Loss,Adequate,High,Negative,FALSE,FALSE,TRUE,4008 - Saudi Company for Hardware,-0.0937,-0.0299,0,0,-0.0556,Mid Cap,0,34450094,Other,,1043530919,71338209,134900156,-5.6%,,-9.4%
4008,2022,12/31/2022,Annual,1136538153,,,,-142500986,32636897,1354149562,413770823,940378739,552602377,481326342,474235088,26950531,206300337,41244361,-0.344395927,-0.105232827,,,-0.125381612,1.148082556,0.162815292,2.272704325,0.694442302,0.839300314,,8.655181341,165055976,,71276035,,Saudi Company for Hardware,4008_2022,-34.4%,-10.5%,,,-12.5%,1.1,0.2,227.3%,0.69,0.84,71276035,FY2022,1136.5,-34.4%,Service,80,TRUE,FALSE,-10.5,,,-12.5,227.3,69.4,-142.5,1354.1,413.8,12/31/2022,2022-FY,FY,Loss,Adequate,High,Negative,FALSE,FALSE,TRUE,4008 - Saudi Company for Hardware,-0.3444,-0.1052,0,0,-0.1254,Mid Cap,0,41244361,Other,,940378739,165055976,71276035,-12.5%,,-34.4%
4008,2023,3/31/2023,Quarterly,240266554,,,,-16517413,7397265,1286161798,397253410,888908388,526111573,474132198,432578558,28642802,49229229,2183179,-0.041579034,-0.012842407,,,-0.068746202,1.109630553,0.197272017,2.237635639,0.691132632,0.186808965,,43.51260113,47046050,,51979375,,Saudi Company for Hardware,4008_2023,-4.2%,-1.3%,,,-6.9%,1.1,0.2,223.8%,0.69,0.19,51979375,Q2023,240.3,-4.2%,Service,80,FALSE,FALSE,-1.3,,,-6.9,223.8,69.1,-16.5,1286.2,397.3,3/31/2023,2023-Q2,Q2,Loss,Adequate,High,Negative,FALSE,FALSE,TRUE,4008 - Saudi Company for Hardware,-0.0416,-0.0128,0,0,-0.0687,Mid Cap,0,2183179,Other,,888908388,47046050,51979375,-6.9%,,-4.2%
4008,2023,6/30/2023,Quarterly,471700514,,,,-15936690,6685977,1207987417,381316722,826670695,508780716,463435105,405559516,28450084,101591163,3237303,-0.04179384,-0.013192762,,,-0.033785611,1.097846733,0.222730645,2.16793717,0.684337174,0.390484625,,22.01456295,98353860,,45345611,,Saudi Company for Hardware,4008_2023,-4.2%,-1.3%,,,-3.4%,1.1,0.2,216.8%,0.68,0.39,45345611,Q2023,471.7,-4.2%,Service,80,FALSE,FALSE,-1.3,,,-3.4,216.8,68.4,-15.9,1208,381.3,6/30/2023,2023-Q3,Q3,Loss,Adequate,High,Negative,FALSE,FALSE,TRUE,4008 - Saudi Company for Hardware,-0.0418,-0.0132,0,0,-0.0338,Mid Cap,0,3237303,Other,,826670695,98353860,45345611,-3.4%,,-4.2%
4008,2023,9/30/2023,Quarterly,691143028,,,,-12196403,6001468,1159791858,369120319,790671539,484107613,438885975,388485551,29149463,128166387,6331133,-0.033041809,-0.010516027,,,-0.017646713,1.103037328,0.217874499,2.142042847,0.681735721,0.595919883,,15.39414212,121835254,,45221638,,Saudi Company for Hardware,4008_2023,-3.3%,-1.1%,,,-1.8%,1.1,0.2,214.2%,0.68,0.60,45221638,Q2023,691.1,-3.3%,Service,80,FALSE,FALSE,-1.1,,,-1.8,214.2,68.2,-12.2,1159.8,369.1,9/30/2023,2023-Q4,Q4,Loss,Adequate,High,Negative,FALSE,FALSE,TRUE,4008 - Saudi Company for Hardware,-0.033,-0.0105,0,0,-0.0176,Mid Cap,0,6331133,Other,,790671539,121835254,45221638,-1.8%,,-3.3%
4008,2023,12/31/2023,Annual,930119458,,,,-68965603,25964796,1144708608,343746655,800961953,491249259,464859380,406323695,43717827,114773576,10890115,-0.200629161,-0.0602473,,,-0.074147038,1.056769596,0.182690869,2.33009381,0.699708159,0.812538188,,17.15586823,103883461,,26389879,,Saudi Company for Hardware,4008_2023,-20.1%,-6.0%,,,-7.4%,1.1,0.2,233.0%,0.70,0.81,26389879,FY2023,930.1,-20.1%,Service,80,TRUE,FALSE,-6,,,-7.4,233,70,-69,1144.7,343.7,12/31/2023,2023-FY,FY,Loss,Adequate,High,Negative,FALSE,FALSE,TRUE,4008 - Saudi Company for Hardware,-0.2006,-0.0602,0,0,-0.0741,Mid Cap,0,10890115,Other,,800961953,103883461,26389879,-7.4%,,-20.1%
4008,2024,3/31/2024,Quarterly,232594854,,,,-4550192,6977169,1202152290,335062145,867090145,540068161,522099623,453400711,31872716,28622732,3434066,-0.013580143,-0.003785038,,,-0.019562737,1.034415918,0.165997917,2.587848726,0.721281448,0.19348202,,50.01633157,25188666,,17968538,,Saudi Company for Hardware,4008_2024,-1.4%,-0.4%,,,-2.0%,1.0,0.2,258.8%,0.72,0.19,17968538,Q2024,232.6,-1.4%,Service,80,FALSE,FALSE,-0.4,,,-2,258.8,72.1,-4.6,1202.2,335.1,3/31/2024,2024-Q2,Q2,Loss,Adequate,High,Negative,FALSE,FALSE,TRUE,4008 - Saudi Company for Hardware,-0.0136,-0.0038,0,0,-0.0196,Mid Cap,0,3434066,Other,,867090145,25188666,17968538,-2.0%,,-1.4%
